id	type	name	description	target	belongs_to	pc	ts_pc	PC3	VCAP	A375	A549	HA1E	HCC515	HT29	MCF7	HEPG2	summary
ccsbBroad304_04064	OE	PRR15L	proline rich 15-like			11.11, 11.11	1.05, 0.30	-81.03	99.96	22.33	NaN	-71.26	84.33	82.78	40.63	-51.81	53.33
ccsbBroad304_01307	OE	PSMA1	Proteasome subunits, proteasome (prosome, macropain) subunit, alpha type, 1			0.00, 0.00	0.73, 0.15	80.82	34.93	37.48	NaN	-37.54	73.71	-31.80	40.20	-59.30	10.88
ccsbBroad304_13931	OE	PSMA3	Proteasome subunits, proteasome (prosome, macropain) subunit, alpha type, 3			11.11, 11.11	1.40, 0.43	99.24	40.95	92.23	NaN	-43.17	50.48	39.87	94.64	-91.96	94.67
ccsbBroad304_07428	OE	PSMF1	Proteasome (prosome, macropain) subunits, proteasome (prosome, macropain) inhibitor subunit 1 (PI31)			0.00, 0.00	0.95, 0.27	-28.30	25.07	54.32	NaN	-30.25	-49.31	-27.94	-49.42	77.25	-7.36
ccsbBroad304_01340	OE	PTPN2	Protein tyrosine phosphatases, protein tyrosine phosphatase, non-receptor type 2			0.00, 0.00	0.88, 0.17	31.65	86.43	-59.95	NaN	-75.55	-88.96	-37.54	-22.64	-96.42	-83.22
ccsbBroad304_06820	OE	PTS	6-pyruvoyltetrahydropterin synthase			11.11, 11.11	1.20, 0.42	-37.70	58.03	99.95	NaN	-75.28	62.76	57.23	-78.68	-88.01	-54.38
ccsbBroad304_01375	OE	RARA	Retinoic acid receptors, retinoic acid receptor, alpha			0.00, 0.00	1.24, 0.17	-55.00	23.19	-88.25	NaN	-79.01	-99.13	-39.73	-99.98	-99.93	-99.87
ccsbBroad304_01383	OE	RBMS1	RNA binding motif (RRM) containing, RNA binding motif, single stranded interacting protein 1			0.00, 0.00	0.89, 0.25	14.02	78.07	-19.15	NaN	-36.17	26.84	30.63	-31.74	30.89	2.04
ccsbBroad304_06852	OE	RBP4	Lipocalins, retinol binding protein 4, plasma		Lipocalins GOF	0.00, 0.00	1.03, 0.31	-40.73	-76.74	5.61	NaN	-87.57	34.45	-96.70	79.21	-19.66	-36.61
ccsbBroad304_08853	OE	RGS18	Regulators of G-protein signaling, regulator of G-protein signaling 18			0.00, 0.00	1.33, 0.40	-52.02	-96.96	-98.39	NaN	-93.41	-23.69	-40.42	-32.09	-41.83	-96.46
ccsbBroad304_03122	OE	RHOD	ras homolog gene family, member D			11.11, 11.11	1.16, 0.35	77.41	47.02	97.67	NaN	82.26	24.15	30.13	69.37	44.39	64.56
ccsbBroad304_01406	OE	RNASE4	Ribonucleases, RNase A, ribonuclease, RNase A family, 4			11.11, 11.11	1.10, 0.33	-66.80	-95.62	46.62	NaN	83.43	-27.17	42.49	-62.86	99.05	-27.88
ccsbBroad304_09703	OE	RNF145	RING-type (C3HC4) zinc fingers, ring finger protein 145			0.00, 0.00	1.65, 0.50	49.56	-27.96	-98.16	NaN	60.99	93.64	-64.45	-99.98	-42.52	-41.52
ccsbBroad304_01457	OE	RPS19	S ribosomal proteins, ribosomal protein S19			0.00, 0.00	0.88, 0.26	-75.63	-80.47	86.90	NaN	-63.39	-46.11	51.36	37.08	-80.40	-54.99
ccsbBroad304_01446	OE	RPS3A	S ribosomal proteins, ribosomal protein S3A			44.44, 11.11	1.15, 0.28	93.62	34.02	96.61	NaN	-99.84	-59.15	95.58	-61.53	98.84	96.13
ccsbBroad304_07880	OE	SIRT5	Histone deacetylases, sirtuin 5		Sirtuins GOF	22.22, 22.22	1.07, 0.30	28.52	30.19	55.43	NaN	98.47	99.58	-22.06	-74.12	31.03	9.25
ccsbBroad304_05148	OE	SLC30A8	SLC30 zinc transporter family, solute carrier family 30 (zinc transporter), member 8			0.00, 0.00	1.27, 0.38	-16.84	93.07	45.25	NaN	-49.26	-67.57	56.47	-64.43	-43.28	-15.93
ccsbBroad304_00602	OE	SLC37A4	SLC37 family of phosphosugar/phosphate exchangers, solute carrier family 37 (glucose-6-phosphate transporter), member 4			0.00, 0.00	4.88, 1.31	-55.90	-96.49	-87.74	NaN	-34.75	-99.51	-98.80	-99.41	-85.62	-99.68
ccsbBroad304_03926	OE	SLC39A8	SLC39 family of metal ion transporters, solute carrier family 39 (zinc transporter), member 8			0.00, 0.00	1.24, 0.33	28.24	29.49	-86.29	NaN	-82.06	-78.30	20.58	81.95	-99.16	-66.87
ccsbBroad304_02674	OE	STK38	NDR family, serine/threonine kinase 38			0.00, 0.00	1.25, 0.32	-94.48	-44.24	-94.08	NaN	-74.03	-57.76	-91.00	47.56	63.65	-96.30
ccsbBroad304_07827	OE	STK38L	NDR family, serine/threonine kinase 38 like			0.00, 0.00	1.17, 0.42	49.21	93.84	-51.20	NaN	-54.53	-36.57	-26.24	-44.91	-50.06	-9.65
ccsbBroad304_02018	OE	SUCLA2	succinate-CoA ligase, ADP-forming, beta subunit			0.00, 0.00	1.52, 0.41	-29.01	22.26	-96.79	NaN	-96.31	-77.09	-90.81	-37.57	91.87	-96.28
ccsbBroad304_07015	OE	SULT1A1	Sulfotransferases, cytosolic, sulfotransferase family, cytosolic, 1A, phenol-preferring, member 1			11.11, 11.11	0.85, 0.22	68.72	28.68	-52.70	NaN	38.24	99.59	58.35	-64.01	78.37	39.70
ccsbBroad304_02719	OE	SWAP70	EF-hand domain containing, SWAP switching B-cell complex 70kDa subunit			0.00, 0.00	1.01, 0.27	44.40	-88.29	-51.97	NaN	-78.16	-37.86	93.44	-81.61	78.48	-58.69
ccsbBroad304_07026	OE	SYT1	Synaptotagmins, synaptotagmin I			11.11, 11.11	1.06, 0.33	97.79	49.55	-66.77	NaN	-93.08	-96.25	29.74	-50.92	34.07	-62.66
ccsbBroad304_01672	OE	TIMP2	TIMP metallopeptidase inhibitor 2			11.11, 11.11	0.97, 0.16	99.76	54.02	59.05	NaN	80.99	-93.95	-99.77	-42.51	60.18	70.19
ccsbBroad304_03420	OE	TOLLIP	toll interacting protein			0.00, 0.00	0.89, 0.24	50.21	-83.69	-44.11	NaN	-34.56	-99.96	-99.61	38.21	41.88	-89.49
ccsbBroad304_02324	OE	TRAP1	Heat shock proteins / HSPC, TNF receptor-associated protein 1			11.11, 11.11	1.57, 0.34	-88.93	99.74	-97.82	NaN	-77.97	-66.54	46.13	-71.38	-85.70	-90.01
ccsbBroad304_01741	OE	UBE2V1	Ubiquitin-conjugating enzymes E2, ubiquitin-conjugating enzyme E2 variant 1			0.00, 0.00	1.15, 0.34	-95.90	-40.04	32.65	NaN	44.75	91.80	71.27	-45.28	36.38	11.55
ccsbBroad304_03445	OE	UGT1A1	UDP glucuronosyltransferases, UDP glucuronosyltransferase 1 family, polypeptide A1			11.11, 0.00	1.22, 0.35	-89.61	95.50	25.45	NaN	81.78	-86.82	55.14	29.38	49.82	14.80
ccsbBroad304_07126	OE	VARS	Aminoacyl tRNA synthetases / Class I, valyl-tRNA synthetase			0.00, 0.00	0.76, 0.24	-34.44	-67.40	22.85	NaN	-96.56	61.16	77.02	92.76	65.67	26.57
ccsbBroad304_04018	OE	VKORC1	Oxidoreductases, vitamin K epoxide reductase complex, subunit 1			22.22, 11.11	1.22, 0.33	97.48	81.85	99.49	NaN	-89.48	43.79	72.74	-35.33	-69.09	78.91
ccsbBroad304_04794	OE	ZFP3	Zinc fingers, C2H2-type, zinc finger protein 3 homolog (mouse)			0.00, 0.00	1.03, 0.39	51.65	66.30	-99.98	NaN	72.58	-64.92	-47.71	-30.97	94.89	52.11
ccsbBroad304_07164	OE	ZNF133	Zinc fingers, C2H2-type, zinc finger protein 133			0.00, 0.00	1.70, 0.64	-86.71	-83.95	-96.88	NaN	91.57	41.01	-40.49	-69.12	-55.54	-86.78
ccsbBroad304_01820	OE	ZNF217	Zinc fingers, C2H2-type, zinc finger protein 217			11.11, 0.00	0.99, 0.20	-89.72	83.08	95.47	NaN	55.97	85.86	-92.16	-86.96	-32.63	73.69
ccsbBroad304_05000	OE	ZNF524	Zinc fingers, C2H2-type, zinc finger protein 524			11.11, 11.11	0.82, 0.16	-15.10	31.01	-65.36	NaN	-54.64	-26.81	99.12	-90.00	-54.79	-30.81
ccsbBroad304_05485	OE	ZNF677	Zinc fingers, C2H2-type, zinc finger protein 677			0.00, 0.00	0.90, 0.31	-99.76	85.92	-94.07	NaN	-45.08	-51.03	36.48	-74.30	-81.65	-76.98
ccsbBroad304_10227	OE	ZNF85	Zinc fingers, C2H2-type, zinc finger protein 85			0.00, 0.00	1.65, 0.44	29.94	36.12	94.45	NaN	59.89	53.43	-42.15	-35.79	45.38	26.75
ccsbBroad304_04649	OE	ADC	arginine decarboxylase			0.00, 0.00	1.01, 0.26	-99.60	-27.70	-47.43	NaN	-72.90	21.31	-32.95	-60.81	-99.96	-40.54
ccsbBroad304_05779	OE	ADK	Adenosine turnover, adenosine kinase			0.00, 0.00	1.05, 0.22	60.78	36.87	41.63	NaN	-67.56	38.12	-50.02	-78.70	61.30	29.50
ccsbBroad304_13810	OE	AHCY	Adenosine turnover, adenosylhomocysteinase			11.11, 11.11	0.69, 0.16	45.30	85.50	10.38	NaN	43.96	-86.19	91.66	99.96	58.25	78.07
ccsbBroad304_03469	OE	ANKRD49	Ankyrin repeat domain containing, ankyrin repeat domain 49			22.22, 22.22	1.81, 0.52	-99.98	-43.88	-87.61	NaN	99.10	54.90	-93.62	-73.79	98.46	-87.01
ccsbBroad304_03683	OE	APOM	Apolipoproteins, apolipoprotein M		Lipocalins GOF	11.11, 11.11	1.22, 0.33	98.18	83.11	-14.08	NaN	-69.09	27.67	39.14	-58.85	-95.38	-22.04
ccsbBroad304_00098	OE	ARG1	Arginase, arginase, liver			22.22, 11.11	0.84, 0.18	70.96	96.72	-52.53	NaN	-27.25	-66.08	-41.29	99.92	-99.97	-20.72
ccsbBroad304_00106	OE	ARRB1	arrestin, beta 1			11.11, 11.11	1.00, 0.25	51.22	99.56	-94.53	NaN	64.33	-73.49	-80.28	88.43	50.82	46.10
ccsbBroad304_00126	OE	ATP5A1	ATPases / F-type, ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle			11.11, 11.11	1.16, 0.32	-13.92	-74.18	49.74	NaN	74.07	55.49	89.66	98.72	-93.41	68.02
ccsbBroad304_02292	OE	BCL2L11	BCL2-like 11 (apoptosis facilitator)			0.00, 0.00	1.35, 0.34	90.36	77.38	80.56	NaN	-25.50	-21.99	82.36	72.44	36.70	64.30
ccsbBroad304_03573	OE	BRF2	BRF2, subunit of RNA polymerase III transcription initiation factor, BRF1-like			11.11, 11.11	0.77, 0.22	90.60	90.40	99.98	NaN	-99.95	38.27	70.37	-96.30	-67.54	88.37
ccsbBroad304_00210	OE	CALR	calreticulin			11.11, 11.11	1.42, 0.51	-33.97	-94.67	-59.72	NaN	57.24	50.63	-69.81	-39.98	99.86	-27.54
ccsbBroad304_02862	OE	CCRN4L	CCR4 carbon catabolite repression 4-like (S. cerevisiae)			0.00, 0.00	1.57, 0.48	87.37	-60.97	14.25	NaN	-32.91	-20.69	54.71	52.81	-65.46	16.28
ccsbBroad304_00270	OE	CDK1	Cyclin-dependent kinases, CDK1 subfamily, cyclin-dependent kinase 1			0.00, 0.00	1.05, 0.27	22.95	24.28	-10.83	NaN	35.64	46.82	36.32	-43.08	87.14	5.83
ccsbBroad304_01955	OE	CDK10	Cyclin-dependent kinases, CDK10 subfamily, cyclin-dependent kinase 10			11.11, 0.00	1.27, 0.28	-24.12	-36.55	42.71	NaN	-89.61	95.56	94.47	42.81	-59.03	-11.25
ccsbBroad304_14174	OE	CDKAL1	CDK5 regulatory subunit associated protein 1-like 1			0.00, 0.00	1.72, 0.34	-20.61	-87.68	-30.72	NaN	31.41	92.69	-83.61	-92.29	-64.66	-77.03
ccsbBroad304_08481	OE	CEP55	centrosomal protein 55kDa			0.00, 0.00	1.00, 0.33	-88.33	-77.30	-43.85	NaN	-60.64	42.95	-17.85	-43.02	-30.05	-45.68
ccsbBroad304_07592	OE	CEPT1	choline/ethanolamine phosphotransferase 1			11.11, 11.11	1.02, 0.27	-32.99	-80.29	-79.80	NaN	-95.78	45.02	37.61	-43.08	98.51	-40.62
ccsbBroad304_00294	OE	CETN3	EF-hand domain containing, centrin, EF-hand protein, 3			11.11, 0.00	0.76, 0.15	9.16	49.24	-70.30	NaN	74.48	88.29	-47.63	97.32	76.60	78.27
ccsbBroad304_07761	OE	CORO1A	Coronins, coronin, actin binding protein, 1A			0.00, 0.00	1.06, 0.32	30.07	-79.90	-38.80	NaN	-46.99	-30.57	-65.12	-38.66	72.89	-17.12
ccsbBroad304_00379	OE	CSNK1E	Casein kinase 1 (CK1) family, casein kinase 1, epsilon			0.00, 0.00	1.17, 0.33	-20.45	-21.25	-93.96	NaN	-78.67	-33.93	-98.07	36.66	55.70	-40.71
ccsbBroad304_00380	OE	CSNK1G2	Casein kinase 1 (CK1) family, casein kinase 1, gamma 2			22.22, 22.22	1.09, 0.24	-20.98	38.23	-31.98	NaN	58.90	36.89	-58.48	99.59	97.89	68.91
ccsbBroad304_02351	OE	DHRS2	Short chain dehydrogenase/reductase superfamily / Classical SDR fold cluster 1, dehydrogenase/reductase (SDR family) member 2			11.11, 11.11	1.08, 0.36	-44.34	85.19	33.77	NaN	-45.42	86.06	93.81	-41.86	99.93	87.49
ccsbBroad304_08113	OE	DNAJC15	Heat shock proteins / DNAJ (HSP40), DnaJ (Hsp40) homolog, subfamily C, member 15			22.22, 22.22	1.27, 0.34	23.41	97.83	76.87	NaN	36.66	99.97	-27.53	-38.07	-40.94	36.13
ccsbBroad304_08952	OE	E2F8	E2F transcription factor 8			0.00, 0.00	1.43, 0.30	-24.36	-32.28	-99.89	NaN	-99.98	26.19	-82.00	-99.41	-96.57	-99.91
ccsbBroad304_03271	OE	ECSIT	Mitochondrial respiratory chain complex assembly factors, ECSIT homolog (Drosophila)			0.00, 0.00	1.50, 0.50	43.46	91.78	36.61	NaN	-97.72	-28.70	33.09	73.40	29.75	29.50
ccsbBroad304_00509	OE	EPHX1	epoxide hydrolase 1, microsomal (xenobiotic)			0.00, 0.00	1.05, 0.27	35.97	79.52	-93.20	NaN	-96.83	-38.47	-60.54	-98.92	41.53	-97.92
ccsbBroad304_06174	OE	ERCC1	excision repair cross-complementing rodent repair deficiency, complementation group 1 (includes overlapping antisense sequence)			0.00, 0.00	1.03, 0.33	-39.55	78.07	35.78	NaN	94.10	-79.09	33.99	39.24	65.59	55.77
ccsbBroad304_03808	OE	ERGIC1	endoplasmic reticulum-golgi intermediate compartment (ERGIC) 1			0.00, 0.00	0.76, 0.19	-98.77	-96.80	8.98	NaN	46.03	84.29	-60.03	-95.93	70.96	-84.99
ccsbBroad304_07800	OE	EXOSC8	exosome component 8			0.00, 0.00	1.16, 0.32	-91.96	76.57	-12.07	NaN	-35.32	43.42	-51.58	73.83	-61.22	-8.19
ccsbBroad304_00678	OE	GPR37	GPCR / Class A : Orphans, G protein-coupled receptor 37 (endothelin receptor type B-like)			0.00, 0.00	1.07, 0.28	37.61	31.04	-94.80	NaN	-34.67	-92.62	-99.96	-43.00	-48.32	-87.15
ccsbBroad304_14158	OE	GPR87	GPCR / Class A : Orphans, G protein-coupled receptor 87			0.00, 0.00	0.95, 0.28	-30.40	62.59	58.06	NaN	58.04	-72.23	-84.47	-25.08	73.94	27.69
ccsbBroad304_06338	OE	GTF2A2	General transcription factors, general transcription factor IIA, 2, 12kDa			11.11, 11.11	1.58, 0.33	-82.81	36.03	-57.73	NaN	51.81	99.97	70.71	-32.54	-32.32	37.63
ccsbBroad304_00744	OE	HLA-DRB3	Immunoglobulin superfamily / C1-set domain containing, major histocompatibility complex, class II, DR beta 3			0.00, 0.00	1.74, 0.55	-53.23	54.47	-15.07	NaN	38.27	-86.78	-31.38	-54.87	76.83	-28.53
ccsbBroad304_00774	OE	HOXA10	Homeoboxes / ANTP class : HOXL subclass, homeobox A10			0.00, 0.00	1.14, 0.26	34.77	76.96	36.05	NaN	-75.01	-43.96	92.96	34.62	44.11	16.72
ccsbBroad304_00770	OE	HOXA2	Homeoboxes / ANTP class : HOXL subclass, homeobox A2			0.00, 0.00	1.23, 0.31	42.45	33.19	-67.53	NaN	-65.37	-40.22	88.38	-95.24	55.04	-31.53
ccsbBroad304_06392	OE	HOXB7	Homeoboxes / ANTP class : HOXL subclass, homeobox B7			11.11, 11.11	1.22, 0.47	-56.93	51.90	94.02	NaN	-99.56	35.42	99.04	-99.38	66.16	27.38
ccsbBroad304_00861	OE	IL13RA1	IL-2 receptor family, interleukin 13 receptor, alpha 1			0.00, 0.00	0.95, 0.36	-70.82	67.65	-11.60	NaN	66.70	41.19	59.34	-69.48	43.32	16.35
ccsbBroad304_06449	OE	ILF3	interleukin enhancer binding factor 3, 90kDa			0.00, 0.00	1.26, 0.26	-33.38	-80.32	5.98	NaN	48.00	49.73	-73.92	-44.45	28.06	-19.35
ccsbBroad304_07280	OE	LAMTOR3	late endosomal/lysosomal adaptor, MAPK and MTOR activator 3			0.00, 0.00	0.83, 0.24	-41.34	-74.46	-25.35	NaN	18.15	50.24	-47.54	-45.69	-66.64	-31.41
ccsbBroad304_05194	OE	LIPH	lipase, member H			11.11, 0.00	1.38, 0.42	54.34	85.49	-23.00	NaN	38.08	39.03	-90.59	-91.98	96.31	33.17
ccsbBroad304_02990	OE	LYPD3	LY6/PLAUR domain containing 3			0.00, 0.00	1.15, 0.31	-86.44	76.38	-90.79	NaN	-29.35	-99.97	-41.27	69.14	72.23	-58.46
ccsbBroad304_00966	OE	MAFG	v-maf musculoaponeurotic fibrosarcoma oncogene homolog G (avian)			11.11, 11.11	1.01, 0.19	-57.20	99.96	-28.07	NaN	-26.87	19.19	-97.85	52.42	56.40	6.94
ccsbBroad304_04713	OE	MAS1L	GPCR / Class A : Orphans, MAS1 oncogene-like			0.00, 0.00	1.60, 0.50	-34.67	91.81	81.93	NaN	-68.56	73.02	-73.75	-83.86	-63.58	-57.22
ccsbBroad304_00993	OE	MDM4	Mdm4 p53 binding protein homolog (mouse)			0.00, 0.00	1.14, 0.47	-69.15	-62.42	74.39	NaN	-94.89	-30.39	-99.70	-32.05	25.37	-50.56
ccsbBroad304_06588	OE	MMP2	Matrix metallopeptidase, matrix metallopeptidase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)			0.00, 0.00	0.94, 0.26	79.43	55.87	23.05	NaN	61.40	-47.81	30.57	-76.92	75.77	23.84
ccsbBroad304_02349	OE	MPHOSPH9	M-phase phosphoprotein 9			22.22, 11.11	1.28, 0.28	96.94	99.12	82.36	NaN	-95.63	36.27	41.06	77.26	-42.38	72.07
ccsbBroad304_03215	OE	MRPS2	Mitochondrial ribosomal proteins / small subunits, mitochondrial ribosomal protein S2			11.11, 0.00	1.23, 0.34	-35.08	95.38	42.57	NaN	-89.29	-98.75	-56.69	-85.49	-58.55	-86.74
ccsbBroad304_06609	OE	MYL6	EF-hand domain containing, myosin, light chain 6, alkali, smooth muscle and non-muscle			11.11, 0.00	1.78, 0.55	-64.40	-38.20	87.31	NaN	39.60	35.45	-48.60	-86.46	96.04	-18.53
ccsbBroad304_01092	OE	NFIL3	basic leucine zipper proteins, nuclear factor, interleukin 3 regulated			11.11, 11.11	0.99, 0.22	-45.09	-65.07	34.03	NaN	67.58	38.48	98.35	-34.91	73.20	49.77
ccsbBroad304_01101	OE	NME1	non-metastatic cells 1, protein (NM23A) expressed in			0.00, 0.00	1.47, 0.53	-76.10	-46.98	-29.17	NaN	54.06	58.17	33.28	-60.51	-48.92	-44.50
ccsbBroad304_05564	OE	NPSR1	GPCR / Class A : Neuropeptide receptors : S, neuropeptide S receptor 1			0.00, 0.00	0.84, 0.31	80.20	-89.70	-20.54	NaN	69.84	-98.32	-19.54	-35.29	81.25	10.34
ccsbBroad304_07208	OE	NRIP1	nuclear receptor interacting protein 1			11.11, 0.00	1.10, 0.27	15.03	-88.42	-17.49	NaN	-36.81	-33.03	-79.42	51.54	96.61	-9.12
ccsbBroad304_03089	OE	PACSIN3	protein kinase C and casein kinase substrate in neurons 3			0.00, 0.00	1.08, 0.34	-44.50	-36.78	-97.56	NaN	24.40	69.83	-34.62	-45.26	-60.78	-23.55
ccsbBroad304_02208	OE	PDIA4	Protein disulfide isomerases, protein disulfide isomerase family A, member 4			11.11, 11.11	1.27, 0.41	-27.75	-98.59	44.78	NaN	-33.23	-63.93	99.94	61.55	-67.35	-28.01
ccsbBroad304_02923	OE	PHF19	Zinc fingers, PHD-type, PHD finger protein 19			11.11, 11.11	1.08, 0.25	82.44	93.36	-48.03	NaN	32.15	60.25	99.04	39.20	42.27	77.61
ccsbBroad304_08289	OE	PRKAG2	AMPK subfamily, protein kinase, AMP-activated, gamma 2 non-catalytic subunit			44.44, 44.44	0.86, 0.18	99.98	68.01	99.98	NaN	-8.20	-33.83	99.50	92.62	-95.95	99.91
ccsbBroad304_01294	OE	PRKRIR	THAP (C2CH-type zinc finger) domain containing, protein-kinase, interferon-inducible double stranded RNA dependent inhibitor, repressor of (P58 repressor)			0.00, 0.00	1.36, 0.42	68.69	51.26	-42.38	NaN	-71.11	48.94	-85.61	78.75	-97.57	-62.97
ccsbBroad304_01361	OE	RAB27A	RAB, member RAS oncogene, RAB27A, member RAS oncogene family			11.11, 11.11	1.78, 0.49	-14.37	-52.49	-69.81	NaN	46.85	33.31	-78.14	-41.00	99.70	-31.54
ccsbBroad304_06836	OE	RAD23B	RAD23 homolog B (S. cerevisiae)			0.00, 0.00	1.00, 0.19	86.29	29.91	45.67	NaN	39.63	-36.13	70.46	-34.40	-99.16	11.82
ccsbBroad304_06435	OE	RBPJ	recombination signal binding protein for immunoglobulin kappa J region			22.22, 22.22	0.78, 0.22	99.63	99.82	72.79	NaN	36.40	-50.22	-72.25	59.89	54.85	26.89
ccsbBroad304_06855	OE	RDX	radixin			0.00, 0.00	0.85, 0.25	32.60	-26.78	-95.23	NaN	-67.27	-29.20	-85.21	69.01	-48.13	-26.43
ccsbBroad304_01452	OE	RPS13	S ribosomal proteins, ribosomal protein S13			0.00, 0.00	1.26, 0.34	-99.81	-83.71	-74.68	NaN	91.83	-85.35	-94.46	-80.96	-86.91	-85.01
ccsbBroad304_00067	OE	SLC25A4	Mitochondrial nucleotide transporter subfamily, solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 4			0.00, 0.00	1.27, 0.40	37.79	-90.00	-48.25	NaN	-91.01	27.68	-72.62	-98.34	45.89	-84.94
ccsbBroad304_00504	OE	SLC29A1	SLC29 family, solute carrier family 29 (nucleoside transporters), member 1			22.22, 11.11	0.97, 0.39	33.46	-73.49	-75.45	NaN	52.55	99.16	45.24	95.37	-90.85	29.73
ccsbBroad304_02469	OE	SLC35A1	SLC35 family of nucleotide sugar transporters, solute carrier family 35 (CMP-sialic acid transporter), member A1			11.11, 0.00	0.68, 0.15	-60.38	29.89	95.51	NaN	-95.19	-31.47	-41.92	93.83	-50.03	-13.98
ccsbBroad304_00960	OE	SMAD1	SMADs, SMAD family member 1			0.00, 0.00	1.16, 0.35	-53.86	-67.04	-65.41	NaN	47.56	63.18	-87.01	-99.95	70.27	-73.96
ccsbBroad304_00962	OE	SMAD4	SMADs, SMAD family member 4			11.11, 11.11	0.83, 0.30	37.63	84.83	-99.96	NaN	-87.32	-73.18	99.66	-20.11	37.77	-51.80
ccsbBroad304_06976	OE	SMARCE1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1			0.00, 0.00	1.98, 0.60	44.32	-99.85	60.70	NaN	-83.56	69.05	-75.67	-81.35	-86.46	-78.05
ccsbBroad304_01577	OE	SOD1	superoxide dismutase 1, soluble			11.11, 11.11	1.40, 0.25	79.05	91.16	74.29	NaN	-36.12	-24.45	99.31	-59.53	33.09	77.71
ccsbBroad304_01608	OE	STAT2	SH2 domain containing, signal transducer and activator of transcription 2, 113kDa			0.00, 0.00	1.19, 0.50	-57.09	-51.45	-30.19	NaN	-54.24	75.81	-16.69	-99.98	-61.96	-25.13
ccsbBroad304_01611	OE	STAT6	SH2 domain containing, signal transducer and activator of transcription 6, interleukin-4 induced			11.11, 11.11	0.80, 0.13	-30.64	70.45	-27.32	NaN	54.31	-82.05	49.21	99.09	-55.19	40.81
ccsbBroad304_01617	OE	STX4	syntaxin 4			11.11, 11.11	1.01, 0.18	98.04	88.25	-46.23	NaN	68.88	-99.72	78.46	72.98	89.27	87.56
ccsbBroad304_07018	OE	SUPT5H	suppressor of Ty 5 homolog (S. cerevisiae)			11.11, 0.00	1.09, 0.40	-78.23	36.40	-74.12	NaN	-42.27	-39.36	-99.92	-29.91	96.97	-32.45
ccsbBroad304_01640	OE	TAF12	TAF12 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 20kDa			0.00, 0.00	1.02, 0.18	56.73	-34.19	-19.79	NaN	-53.91	-47.31	-65.63	55.47	80.55	-15.81
ccsbBroad304_01654	OE	TCTA	T-cell leukemia translocation altered gene			0.00, 0.00	1.36, 0.36	20.39	65.26	-99.89	NaN	-67.79	-33.96	-19.95	-94.49	-99.97	-94.38
ccsbBroad304_02922	OE	TES	testis derived transcript (3 LIM domains)			22.22, 22.22	0.68, 0.18	-81.43	99.64	50.21	NaN	66.40	99.97	38.21	-32.09	49.25	52.33
ccsbBroad304_09284	OE	UBE3B	ubiquitin protein ligase E3B			11.11, 11.11	1.65, 0.41	-52.36	-91.03	-29.05	NaN	56.09	98.44	-75.29	-53.13	-98.97	-90.11
ccsbBroad304_01822	OE	ZNF227	Zinc fingers, C2H2-type, zinc finger protein 227			0.00, 0.00	1.31, 0.35	35.13	41.99	35.11	NaN	76.70	-58.62	-85.41	32.29	-25.23	9.24
ccsbBroad304_08978	OE	ZNF672	Zinc fingers, C2H2-type, zinc finger protein 672			0.00, 0.00	1.16, 0.27	82.37	25.05	-59.95	NaN	-28.90	-31.92	45.81	65.92	43.27	18.71
ccsbBroad304_11714	OE	ATMIN	Zinc fingers, C2H2-type, ATM interactor			22.22, 22.22	0.90, 0.31	38.73	-54.49	99.75	NaN	-43.96	29.02	-93.38	99.67	31.58	8.61
ccsbBroad304_03404	OE	POLE3	DNA polymerases, polymerase (DNA directed), epsilon 3 (p17 subunit)			11.11, 11.11	0.98, 0.30	-11.85	55.04	-36.08	NaN	97.97	-83.09	61.69	60.10	88.89	21.27
ccsbBroad304_01237	OE	POLR2C	RNA polymerase subunits, polymerase (RNA) II (DNA directed) polypeptide C, 33kDa			0.00, 0.00	0.92, 0.20	85.62	23.67	20.51	NaN	23.06	-77.36	-80.61	90.39	45.87	4.27
ccsbBroad304_05758	OE	ACADSB	acyl-CoA dehydrogenase, short/branched chain			10.00, 10.00	1.22, 0.26	-93.93	-68.79	-46.85	31.92	76.65	97.58	-28.09	-25.64	-99.52	-12.80
ccsbBroad304_08888	OE	ACD	adrenocortical dysplasia homolog (mouse)			0.00, 0.00	1.20, 0.35	33.37	43.84	-38.74	27.91	44.43	81.36	-82.89	79.93	38.97	21.96
ccsbBroad304_08681	OE	ADCK3	ABC1-B subfamily, aarF domain containing kinase 3			0.00, 0.00	1.98, 0.45	-41.51	-98.33	-90.38	-58.49	-99.06	-56.19	-81.83	-93.73	39.97	-95.45
ccsbBroad304_05787	OE	ADRBK1	BARK/GRK2 subfamily, adrenergic, beta, receptor kinase 1			10.00, 10.00	1.16, 0.30	-53.63	-41.18	38.14	-87.00	43.24	-50.55	-42.14	63.55	99.97	-20.73
ccsbBroad304_02401	OE	AKR1A1	Aldo-keto reductases, aldo-keto reductase family 1, member A1 (aldehyde reductase)			10.00, 0.00	1.48, 0.49	35.11	91.91	20.08	-83.49	-40.65	-49.57	-28.27	-96.59	96.15	-21.83
